image_id,description
tweetImg943.jpg,An image of a boarded-up restaurant with a dog sitting in front of it.
tweetImg1866.jpg,An image of two men in suits standing in front of a map.
tweetImg460.jpg,An image of a UFO was captured by a Russian pilot
tweetImg827.jpg,An image of the hospital after the fire
tweetImg228.jpg,"An image of the Martian surface with a box labeled ""SCAN LOCATION"" and a line labeled ""SEASONED SEED"""
tweetImg529.jpg,An image of a young man with curly hair
tweetImg427.jpg,An image of rigatoni with tomato sauce in a pan
tweetImg1121.jpg,An image of Jill Biden walking through a doorway with other people behind her.
tweetImg453.jpg,An image of a man in a suit and tie standing at a podium and speaking into a microphone.
tweetImg947.jpg,An image of a starfish and mountains in the background
tweetImg1445.jpg,An image of a quote from VUMC
tweetImg433.jpg,An image of two hands exchanging gifts with the words Wirecutter
tweetImg3532.jpg,"An image of a chart that says, ""50, 000: The number of deaths California has recorded from the coronavirus pandemic."""
tweetImg1924.jpg,An image of a chocolate cake with a slice cut out and a gold fork on a white plate.
tweetImg1119.jpg,An image of the American team walking into the stadium during the opening ceremony of the Tokyo 2020 Olympic Games.
tweetImg2400.jpg,An image of the UN Secretary-General with a gun and a hand holding a peace sign
tweetImg2509.jpg,An image of a person with short hair and a pink shirt
tweetImg2387.jpg,An image of a construction worker working on a porch.
tweetImg535.jpg,"An image of pasta with asparagus, corn, and burrata"
tweetImg881.jpg,"An image of Attorney General Merrick Garland standing in front of a blue curtain and a sign that says Department of Justice, with the Department of the Treasury logo in the top right corner and the U.S. flag in the bottom left corner."
tweetImg2470.jpg,An image of a scientist using a pipette to transfer a sample into a vial.
tweetImg2491.jpg,An image of two men standing on a roof
tweetImg2298.jpg,"An image of a man standing on a beach, with the text ""published 2021"""
tweetImg961.jpg,An image of a woman being led into a courtroom by two men.
tweetImg2046.jpg,An image of rioters entering the Capitol building
tweetImg1974.jpg,"An image of a woman, a statue of the goddess Venus, an eye, and a hand with yellow nail polish."
tweetImg487.jpg,"An image of a black bowl filled with rice, cucumber slices, and a creamy salmon mixture"
tweetImg2764.jpg,An image of a young girl and a cat at a train station in Ukraine
tweetImg572.jpg,An image of the USWNT coach walking on the field
tweetImg431.jpg,"An image of a meerkat standing on a scale with a clipboard and a text overlay that reads London Zoo Weighs Its Animals All 14,000 Of Them."
tweetImg3199.jpg,An image of roasted potatoes with a quote from Ann on the recipe
tweetImg701.jpg,An image of a gazpacho recipe with a blender and ingredients listed
tweetImg2797.jpg,An image of people walking down a street in Ukraine
tweetImg619.jpg,An image of hot dogs and chili cheese fries
tweetImg3099.jpg,An image of a couple performing a dance on ice
tweetImg3504.jpg,"An image of Saudi Crown Prince Mohammed bin Salman is displayed on a screen during a news conference in Riyadh, Saudi Arabia, on Oct. 20, 2018, following the death of journalist Jamal Khashoggi. Saudi Arabia said it will not allow the U.S. to conduct an investigation into the killing of Khashoggi, a columnist for The Washington Post, who was killed in the kingdom's consulate in Istanbul on Oct 2."
tweetImg2549.jpg,An image of people shopping in a mall.
tweetImg3543.jpg,"An image of a hospital floor plan with a white box and the words ""filling up ICUs"""
tweetImg1805.jpg,"An image of Rep. Al Green, D-Texas, speaking at a hearing on the House floor, with the title,"
tweetImg3129.jpg,An image of Nashville-style hot tofu sliders
tweetImg887.jpg,"An image of bystanders including Darnella Frazier, center, and George Floyd, who died in police custody,"
tweetImg2526.jpg,An image of people waiting in line to buy tickets for the Broadway show Hamilton.
tweetImg512.jpg,An image of a bowl of soup
tweetImg2294.jpg,An image of a woman sitting at a table in a dark room with a candle lit.
tweetImg170.jpg,An image of a Magnolia Bakery ice cream cup with a bite taken out of it
tweetImg2036.jpg,An image of a woman wearing headphones and speaking into a microphone in a recording studio.
tweetImg1111.jpg,An image of dead fish in a river with a boat and trees in the background.
tweetImg2787.jpg,An image of a family walking with their belongings.
tweetImg3586.jpg,An image of President Joe Biden speaking into a microphone with two women sitting behind him.
tweetImg2056.jpg,"An image of a quote from Rep. Liz Cheney that reads, ""Effective immunity and executive privilege claims have been successful, and those continue doors have opened, new subpoena has been issued, and the dam has begun to break."""
tweetImg2897.jpg,An image of a bowl of creamy white beans with herbs and oil
tweetImg3.jpg,An image of a bowl of chilli
tweetImg972.jpg,An image of a badge with a photo of a smiling man is held in the hands of a woman.
tweetImg762.jpg,An image of NYC Council Member Jimmy Van Bramer speaking at a podium with a group of people standing behind him on a city street.
tweetImg323.jpg,An image of Anita Yellowhorse with a quote that reads: They hired me out on weekends to clean the homes of white families.
tweetImg373.jpg,An image of Frances Tiafoe looking up at the sky during a tennis match
tweetImg530.jpg,An image of a tray of breakfast food
tweetImg2772.jpg,"An image of people holding Ukrainian flags and a sign that reads ""Stop human rights attack in Ukraine"""
tweetImg998.jpg,An image of Times Square with a billboard and a store with an ad.
tweetImg303.jpg,An image of a bowl of butternut squash soup
tweetImg136.jpg,An image of ramen noodles and vegetables with a quote from Sam on the recipe
tweetImg3003.jpg,An image of Joe Biden wearing a mask and a suit.
tweetImg2337.jpg,An image of people running from a police vehicle with their hands up.
tweetImg302.jpg,An image of a man sleeping with a black sleep mask
tweetImg139.jpg,An image of a person being rescued from a cave.
tweetImg2166.jpg,An image of people on the beach in Brighton
tweetImg320.jpg,"An image of a cemetery plot log book, with the title ""Cemetery Plot Locations at the Santa Fe Indian School"" and the National Archives and Records Administration logo at the bottom of the image."
tweetImg647.jpg,"An image of a quote from Westley Morris that reads, ""These rappers emerged from the same poverty a lot of us knew. But they turned that doubt into bright-sided art"""
tweetImg158.jpg,"An image of a man in a suit standing at the 9/11 Memorial, looking at flowers."
tweetImg3074.jpg,An image of a girl sitting at a table with her hand held out to a person.
tweetImg588.jpg,"An image of a white bowl filled with Greek feta dip with tomatoes, olives, and feta cheese"
tweetImg424.jpg,An image of Jackson Hole Mayor Don Ness speaking at a podium with a slide behind him and a crowd seated in the foreground.
tweetImg371.jpg,An image of a map showing the likelihood of severe weather in the Atlantic Ocean
tweetImg2099.jpg,"An image of a quote from the New York Times article, ""Delay as the New Denial: The Latest GOP Tactic to Block Climate Action"" that reads, ""Republicans have largely moved beyond denying climate change. But many still believe that the science is settled, and that short-term economic consequences."""
tweetImg1981.jpg,An image of a woman and quote from a CDC official
tweetImg121.jpg,An image of a man standing on a bridge looking at a flooded area.
tweetImg462.jpg,An image of the article Rudy Giuliani surrenders at jail in Georgia election case
tweetImg1330.jpg,"An image of a train stuck in flood waters in Kordel, Germany"
tweetImg58.jpg,An image of a caramel cake with a slice cut out and a glass of wine
tweetImg2381.jpg,An image of a Twitter Space sign-up form
tweetImg2746.jpg,An image of a Twitter Space sign-up form
tweetImg356.jpg,An image of a map showing the number of low-lying aquifers in the U.S.
tweetImg2049.jpg,An image of a referee with the headline
tweetImg3638.jpg,An image of President Trump speaking at a podium and an image of a crowd of people waving American flags.
tweetImg2834.jpg,An image of President Biden speaking at a podium with a presidential seal in the foreground and a gold curtain in background
tweetImg147.jpg,An image of a woman with a light switch in her brain
tweetImg2129.jpg,An image of a news article with the headline: U.S. Colleges Are Resisting Calls from Students to Provide the Abortion Pill
tweetImg1370.jpg,"An image of Eric Bach with a quote that reads: ""I think people were pretty noisy about quitting the Bay Area. But they've been very quiet in admitting they want to move back."""
tweetImg1126.jpg,An image of a man holding a torch and standing on a podium.
tweetImg212.jpg,An image of a woman and her child in a refugee camp in Sudan
tweetImg72.jpg,An image of a bowl of gnocchi with peas and sausage
tweetImg231.jpg,"An image of a rock surface with a circle and a box with the words ""Scan position"""
tweetImg2528.jpg,"An image of a woman crying and a man kneeling next to her, with other people standing around them."
tweetImg753.jpg,An image of a white bowl filled with cucumber avocado salad
tweetImg2408.jpg,"An image of French President Emmanuel Macron and a poster of his political party Les Republicains (LR) reading 'We are all Macron' are displayed on a wall in Paris on April 20, 2021, ahead of the second round of the French presidential election."
